Id,Comment,"{Aspect category,   Sentiment Polarity}",review_en
593,মানুষ যেমন্টা বলেছিলো তেমনই পেলাম সবকিছু এখানে আর তা হলো অস্থির মানের খাবার এবং দামে অনেক বেশি ডিসকাউন্ট।,"{food, positive}, {price, positive}",I got everything here as people said and that is unsurpassed quality food and huge discount in price.
594,দামে উনারা অনেক বেশি ডিসকাউন্ট দিচ্ছেন যেটা অনেক জোস এবং উনাদের খাবারও সবার ভালো লাগছে।,"{price, positive}, {food, positive}",They are giving a lot of discount on the price which is very popular and everyone likes their food.
595,সাধারন দামের খাবারের বড়ই অভাব এখানে এবং সব কাস্টমারদের সাথে ভালো ব্যবহারও করছিলো না উনারা।,"{miscellaneous, negative}, {service, negative}",Food of normal price is very scarce here and they are not treating all the customers well.
596,জীবনে প্রথম দুম্বার মাংস খেলাম আর স্বাদে অনেক ভালো লেগেছে কিন্তু টাকা যদিও বেশি গুনা লেগেছে এরজন্য।,"{food, positive}, {price, negative}",I ate Dumba meat for the first time in my life and I liked the taste but it cost me a lot of money.
597,এখন থেকে এই রেস্তোরা আমার সব থেকে পছন্দের জায়গা হলো কারন কর্মচারীরা অনেক ফ্রেন্ডলি এবং উনাদের সার্ভিসও ফাস্ট।,"{service, positive}, {service, positive}",From now on this restaurant is my favorite place because the staff are very friendly and their service is also fast.
598,উনারা মাটির পাতিলের রান্না খাবারের স্বাদ আরো ভালো করেছে মনে হচ্ছে এবং এতো কম দাম শুনে মনটা ভালো হয়ে গেলো।,"{food, positive}, {price, positive}",They seem to have improved the taste of the food cooked in the clay pot and it was heartening to hear such a low price.
599,উনাদের রান্নার কথাই আলাদা কিন্তু পরিচ্ছন্নতার দিকে অনেক বেশি খেয়াল করতে হবে কর্মচারীদের।,"{food, positive}, {service, negative}",Their cooking is different but the employees have to pay more attention to cleanliness.
600,ভালো অভিজ্ঞতা ছিলো এখানে খাবার খাওয়ার কিন্তু সার্ভিস আরেকটু ফাস্ট করা দরকার।,"{food, positive}, {service, negative}",It was a good experience eating here but the service needs to be a little faster.
601,পিজ্জাটি সুস্বাদু ছিল  কিন্ত অভিজ্ঞতা জঘন্য  ।,"{food, positive}, {price, positive}",The pizza was delicious but the experience was horrible.
602,"খাবার খুব ভালো ছিল , কিন্তু দাম বেশি ছিল।","{food,   positive},   {price,   negative}","The food was very good, but the price was high."
603,"খাবার ভালো ছিল, কিন্তু পরিবেশ খুব একটা ভালো ছিল না।","{food,   positive},   {ambiance,   negative}","The food was good, but the atmosphere was not so good."
604,খাবার সবসময় ভালো লাগে এবং সাথে সাথে পরিবেশন করা হয়।,"{food,   positive},   {service,   positive}",Food is always good and served promptly.
605,দাম খুব ভাল এবং পরিষেবাটি দুর্দান্ত।,"{price,   positive},   {service,   positive}",The prices are very good and the service is excellent.
606,"রেস্তোরাঁটি এখন খাবারের সাথে একটি দুর্দান্ত কাজ করছে, তাই এটি আরও আরামদায়ক জায়গা।","{food,   positive},  {ambiance,   positive}","The restaurant is doing a great job with the food now, so it's a more relaxed place."
607,দাম খুব বেশি না হলেও মাংসের অংশগুলো অনেক বড় ছিল।,"{price,   positive},  {food,   positive}","Although the price was not high, the meat portions were huge."
608,"সেবা ভালো ছিল না  , খাবারও ভালো ছিল না।","{service,   negative},   {food,   negative}","Service was not good, food was not good either."
609," ছোটো দোকান, কিন্তু এমন খাবার বিক্রি করে যা সত্যিই ভাল।","{miscellaneous,   negative},{food,   positive}","Small shop, but sells food that is really good."
610,"রেস্তোরাঁয় তেমন একটা পরিবেশ ছিল না, এবং পরিষেবা ধীরগতির ছিল।","{ambiance,   negative},   {service,   negative}","The restaurant didn't have much atmosphere, and the service was slow."
611,রেস্তোরাঁয় বাতাস ছিল না এবং খাবার খুব একটা ভালো ছিল না।,"{ambiance,  negative},   {food,   negative}",The restaurant had no air and the food was not very good.
612,যখন আমরা শান্তভাবে কিছু উদযাপন করতে চাই।,"{miscellaneous,   positive}",When we want to celebrate something quietly.
613,"আমি বিশ বছর ধরে ভাল খাচ্ছি, এবং এই ভোজটি আমার সবচেয়ে ভাল ছিল।","{food,   positive},   {food,   positive}","I've been eating well for twenty years, and this feast was the best I've ever had."
614,খাবারটি সুস্বাদু হলেও দাম একটু বেশি ছিল।,"{food,   positive},   {price,   negative}",The food was delicious but the price was a bit high.
615,আপনি যদি একটি পরিষ্কার বাথরুম উপভোগ করতে চান তবে আপনাকে একটি পরিষ্কার পরিষেবা প্রদান করতে হবে।,"{ambiance,   positive},  {service,   negative}","If you want to enjoy a clean bathroom, you need to provide a cleaning service."
616,আমরা মহান খাদ্য এবং মহান সেবা আছে.,"{food,   positive},   {service,   positive}",We have great food and great service.
617,"এখানে খাবার সত্যিই ভাল, কিন্তু পরিষেবা সত্যিই খারাপ।","{food,   positive},   {service,   negative}","The food here is really good, but the service is really bad."
618," খাওয়ার জন্য একটি নিরাপদ, পরিষ্কার জায়গা থাকুক।","{food,   positive},   {ambiance,   positive}","Have a safe, clean place to eat."
619,"কিছু লোক প্রচুর পনিরের সাথে নাচোস পছন্দ করে, আমার দেশি নাচোস ভালো লাগে না।","{food,   positive}, {food,   negative}","Some people like nachos with lots of cheese, I don't like desi nachos."
620,"খাবার ছিল টেস্টলেস, তবে আপনাকে আরও টাকা দিতে হবে।","{food,   negative}, {price,   negative}","Food was tasteless, but you have to pay more."
621,দোকানে প্রচুর সুস্বাদু আইটেম রয়েছে এবং সেগুলির দামও যুক্তিসঙ্গত৷,"{food,   positive},   {price,   positive}",The store has a lot of delicious items and they are also reasonably priced
622,আপনি যদি ভাল কফি চান তবে আপনার একটি শান্ত পরিবেশ প্রয়োজন।,"{food,   positive},   {ambiance,   positive}","If you want good coffee, you need a quiet environment."
623,স্টেক সুস্বাদু ছিল এবং এটি একটি মহান চুক্তি ছিল!,"{food,   positive},   {price,   positive}",The steak was delicious and it was a great deal!
624,"খাইতে ভালো, তাই দাম বেশি।","{food,   positive}, {price,   negative}","Good to eat, so the price is high."
625,ডাম্পলিংগুলি খুব ভাল নয়। সবকিছু দিতে দেরি হয়ে গেছে।,"{food,   negative},   {service,   negative}",Dumplings are not very good. It's too late to pay everything.
626,"খাবারটা দেখতে খুব সুন্দর, কিন্তু খুব খারাপ স্বাদ","{food,   positive}, {food,   negative}","The food looks good, but tastes bad"
627,"তাদের রান্নাঘর খুব সুন্দর নয়, তাই লোকেরা খাবারের স্বাদ ততটা উপভোগ করতে পারে না।","{ambiance,   negative},  {food,   negative}","Their kitchen is not very nice, so people can't enjoy the taste of the food as much."
628,"এই কম দামে, এই আইটেমগুলি খুঁজে পাওয়া কঠিন।","{price,   positive},  {food,   positive}","At these low prices, these items are hard to find."
629,"খাবারের স্বাদ খুব ভালো নয়, কিন্তু রেস্তোরাঁর সাজসজ্জা সত্যিই সুন্দর।","{food,   neutral},   {ambiance,   positive}","The taste of the food is not very good, but the decoration of the restaurant is really nice."
630,"এটি সাধারণত অন্যান্য খাবারের তুলনায় একটু কম লবণাক্ত, টেস্ট অতুলনীয়।","{food,   positive}, {food,   positive},","It is usually a little less salty than other dishes, the taste is unmatched."
631,"দাম ঠিকই, তবে এবারের পরীক্ষা ভিন্ন।","{price,   positive},   {miscellaneous,   negative}","The price is right, but this test is different."
632,"বিরিয়ানির ভাত ছিল তুলতুলে , কিন্তু মাংস ছিল শক্ত।","{food,   positive},   {food,   negative}","The biryani rice was fluffy, but the meat was tough."
633,"গরুর মাংস খুব ভালো ছিল, কিন্তু কালাবুনা নামটা ঠিক ছিল না।","{food,   positive},   {food,   negative}","The beef was very good, but the name Kalabuna was not right."
634,আমি রাজহাসের মাংসের স্বাদ পছন্দ করি কিন্তু এই দোকানের রাজহাস ভাল লাগেনি।,"{food,   positive}, {food,   negative},",I love the taste of Rajhas meat but the Rajahas from this shop did not taste good.
635,মুরগির আইটেমগুলি খুব সুস্বাদু ছিল এবং পরিষেবাটি খুব দ্রুত ছিল।,"{food,   positive},   {service,   positive}",The chicken items were very tasty and the service was very quick.
636,শিজলিংটার হল এক ধরণের খাবার যা গরম এবং তাজা পরিবেশন করা হয়।,"{food,   positive},   {service,   positive}",Schizlingter is a type of food that is served hot and fresh.
637,খাবারের দাম বেশি হলেও রাস্তায় বার্গার বেশি পাওয়া যায়।,"{price,   negative},   {food,   positive}",Food is more expensive but burgers are more available on the street.
638,খাবারটি ঠান্ডা ছিল এবং আমরা এটি আসার জন্য দীর্ঘ সময় অপেক্ষা করেছি।,"{food,   negative},   {service,   negative}",The food was cold and we waited a long time for it to arrive.
639,দোকানের অভাব নাই কিন্তু আমি ভালো খাবার খুঁজে পাচ্ছি না।,"{miscellaneous,   positive}, {food,   negative}",There is no shortage of shops but I can't find good food.
640,এই রেস্তোরার অনেক সুনাম আহচে কিন্তু খাবারটাতো তা বলসে না।,"{miscellaneous,   positive}, {food,   negative}",This restaurant has a lot of reputation but the food doesn't say it.
641,"এক টুকরো মাংসও ছিল না। সব পরে, দাম বেশী!","{food,   negative},   {price,   negative}","There was not a single piece of meat. After all, the price is high!"
642,"সাব স্যান্ডউইচটাও পুরষ্কার হিসেবে খুব ভালো ছিল , আল্লাহ ধন্যবাদ পরিবেশটা খুব ভালো।","{price,   positive},   {ambiance,   positive}","The sub sandwich was also very good as a reward, thank God the atmosphere is very good."
643,সব বার্গার ছিল খুবই সুস্বাদু এবং দাম ছিল খুবই যুক্তিসঙ্গত।,"{food,   positive},   {price,   positive}",All the burgers were very tasty and the prices were very reasonable.
644,মোমো খুব সরস ছিল এবং দাম ছিল যুক্তিসঙ্গত।,"{food,   positive},   {price,   positive}",The momos were very juicy and the price was reasonable.
645,"তাদের খাবারের স্বাদ ছিল গড়, কিন্তু তাদের পরিবেশন ছিল একেবারে চমত্কার।","{food,   neutral},   {service,   positive}","The taste of their food was average, but their serving was absolutely fantastic."
646,এখানকার খাবার ছিল উচ্চ মানের এবং অনেক দামে।,"{food,   positive},   {price,   positive}",The food here was of high quality and at a great price.
647,"বিরিয়ানি ঠান্ডা ছিল, দামও অনেক বেশি।","{food,   negative},   {price,   negative}","Biryani was cold, price too high."
648,পিজ্জা ভাল ছিল কিন্তু অভিজ্ঞতা ভয়ানক ছিল.,"{food,   positive},   {service,   negative}",The pizza was good but the experience was terrible.
649,"খাবারের সাথে আমাদের অভিজ্ঞতা ভাল ছিল, কিন্তু আমরা মান নিয়ে খুব হতাশ ছিলাম।","{service,   positive},  {food,   negative}","Our experience with the food was good, but we were very disappointed with the quality."
650,মাংসের টুকরোগুলি পাতলা এবং ব্যয়বহুল উভয়ই ছিল।,"{food,   positive},   {price,   negative}",The cuts of meat were both thin and expensive.
651,"জঘন্য হালিম, পরিবেশও খারাপ।","{food,   negative}, {ambiance,   negative}","Awful Halim, the environment is also bad."
652,"এই স্যুপ খুব ভাল ছিল, অনেক মুরগির এবং মাশরুম সঙ্গে.","{food,   positive},{food,   positive}","This soup was very good, with lots of chicken and mushrooms."
653,"আমি সত্যিই  পিজ্জা উপভোগ করেছি, আর সার্ভিসও বেশ ভাল ছিল।","{food,   positive},{service,   positive}","I really enjoyed the pizza, and the service was pretty good."
654,"হালিম এক কথায় আশ্চর্যজনক ছিল, আমি ভক্ত হয়ে গেছি।","{food,   positive},   {miscellaneous,   positive}","Haleem was amazing in one word, I became a fan."
655,"বুফেটির খাবারের মান চমৎকার, এবং অভ্যন্তরটিও খুব সুন্দর।","{food,   positive},  {miscellaneous,   positive}","The quality of the buffet food is excellent, and the interior is also very nice."
656,"এছাড়াও, খাবারগুলি খুব সাশ্রয়ী মূল্যের, এটি সামগ্রিকভাবে একটি দুর্দান্ত পরিবেশ।","{price,  positive},  {ambiance,  positive}","Also, the food is very affordable, it's a great atmosphere overall."
657,গরুর চাপ স্বাদ সত্যিই সুস্বাদু এবং তাদের সেবা খুব দ্রুত ছিল.,"{food,   positive},  {service,   positive}",The beef pressure taste is really delicious and their service was very fast.
658,"সেবা খুব সন্তুষ্ট ছিল, গরুর চাপ স্বাদ সত্যিই সুস্বাদু ","{service,   positive}, {food,   positive}","The service was very satisfying, the beef pressure taste really delicious"
659,"পরিষেবাটি ভাল ছিল, তবে কিছু জিনিস রয়েছে যা আমি তাদের সম্পর্কে পছন্দ করি না।","{service,   positive},  {miscellaneous,   negative}","The service was good, but there are some things I don't like about them."
660,"নেহারি খুব আকর্ষণীয়, কিন্তু পরিবেশ খুব সুন্দর নয়।","{food,   positive},   {ambiance,   negative}","Nehari is very attractive, but the environment is not very nice."
661,"তাদের পরিষেবাটি দুর্দান্ত ছিল, তবে তারা তাদের খাবারের স্বাদে তাদের মনোযোগ উন্নত করতে পারে।","{service,   positive},  {food,   negative}","Their service was great, but they could improve their focus on the taste of their food."
662,চাল খুব ভালো ছিল কিন্তু সেবাও খুব একটা ভালো ছিল না।,"{food,   positive},  {service,   negative}",The rice was very good but the service was not very good.
663,খাবারটা খুব ভালো ছিল কিন্তু দোকানের লোকেশনটা ভাল না।,"{food,   positive},  {miscellaneous,   negative}",The food was very good but the location of the shop is not good.
664,খাবারের স্বাদ দারুণ এবং সেবাও দারুণ।,"{food,   positive},  {service,   positive}",The food tastes great and the service is great.
665,"সাইড ডিশগুলি খুব ভাল নয়, তবে পরিষেবাটি ভাল।","{food,   negative},  {service,   positive}","The side dishes are not very good, but the service is good."
666,খাবার একদম বেস্ট কিন্তু সেবা খুব একটা ভালো ছিল না।,"{food,   positive}, {service,   negative}",The food was the best but the service was not very good.
667,পরিষেবাটি দুর্দান্ত এবং খাবারের মান ভাল।,"{service,   positive},  {food,   positive}",The service is excellent and the quality of the food is good.
668,মুরগির দাম যখন আপনার কাছে সঠিক বলে মনে হয় তখন সবচেয়ে ভালো মুরগির চাপ।,"{price,  positive}. {food,   positive}",Chicken pressure is best when the price of chicken seems right to you.
669,খাবারের স্বাদ দারুণ এবং ভেতরটাও ভালো।,"{food,   positive},  {ambiance,   positive}",The food tastes great and the inside is good too.
670,বারবিকিউ দুর্দান্ত ছিল। দাম একটু বেশি ছিল।,"{food,   positive},  {price,  negative}",The barbecue was great. The price was a bit high.
671,"খাবারের দাম বেশি ছিল, কিন্তু মান ভালো ছিল না।","{price,   negative},   {food,   negative}","The food was expensive, but the quality was not good."
672,খাবার ভাল ছিল না এবং পরিষেবা ভয়ঙ্কর ছিল।,"{food,   negative},  {service,   negative}",The food was not good and the service was terrible.
673,খাদ্য ভাল কিন্তু  পরিবেশের অবস্থা খুব একটা ভালো না,"{food,  positive},  {ambiance,  negative}",Food is good but environment is not very good
674,এখানে দুর্দান্ত দাম এবং একটি দুর্দান্ত পরিবেশ রয়েছে।,"{price,  positive},  {ambiance,  positive}",There are great prices and a great atmosphere.
675,খাবার কতটা ভালো রান্না করা হয়েছে এবং রেস্তোরাঁটি দেখতে কতটা সুন্দর তা দেখে শিশুরা খুব মুগ্ধ হয়েছিল।,"{food,   positive},  {service,   positive}",The children were very impressed with how well the food was cooked and how beautiful the restaurant looked.
676,"এখানকার খাবার ভালো, কিন্তু এটা এমন জায়গা নয় যেখানে আমরা আমাদের পরিবারকে নিয়ে যেতে স্বাচ্ছন্দ্য বোধ করব।","{food,  positive},  {ambiance,  negative}","The food here is good, but it's not a place we would feel comfortable taking our family to."
677,এই কাচ্চি সত্যিই ভালো। যদিও দাম বেশি।,"{food,   positive},  {price,  negative}",This kacchi is really good. Although the price is high.
678,রেস্তোরাঁটি ছোট হলেও মেনুতে অনেক দামি জিনিস রয়েছে।,"{ambiance,  negative},  {price,   negative}",The restaurant is small but has a lot of expensive items on the menu.
679,"পরিবেশ ভালো না , খাবারও ভালো না।","{ambiance,  negative},  {food,   negative}","The environment is not good, the food is not good either."
680,"কিছু লোক মনে করেন যে অমৃত সুস্বাদু, তবে এটি কিছুটা ব্যয়বহুল।","{food,   positive},  {price,  negative}","Some people think that nectar is delicious, but it is a bit expensive."
681,মাংসের পরিমাণ খুব বেশি না হলেও দামও তুলনামূলক কম ছিল।,"{food,  negative},  {price,   positive}",The quantity of meat was not much but the price was relatively low.
682,একটি শান্ত জায়গা আপনাকে স্বাচ্ছন্দ্য বোধ করবে এবং কর্মীরা বন্ধুত্বপূর্ণ এবং সহায়ক হবে।,"{ambiance,  positive},  {service,   positive}",A quiet place will make you feel relaxed and the staff will be friendly and helpful.
683,"সুস্বাদু খাবার, আর দামও সাশ্রয়ী।","{food,   positive}, {price,   positive}","Delicious food, and affordable too."
684,"খাবার ভালো ছিল, কিন্তু দাম ছিল অনেক বেশি।","{food,   positive},  {price,   negative}","The food was good, but the prices were too high."
685,"এই পণ্যের দাম যেমন বেড়েছে, তেমনি গুণমানও বেড়েছে।","{price,   negative},  {food,   positive}","As the price of this product has increased, so has the quality."
686,ক্রিমসনকাপের পরিবেশ আশীর্বাদে পূর্ণ এবং কফি একটি আশীর্বাদ।,"{ambiance,  positive},  {food,   positive}",Crimsoncup's environment is full of blessings and coffee is a blessing.
687,আমি শক্তিশালী কফি পছন্দ করিনি এবং দাম বেশি ছিল।,"{food,  negative},   {price,   negative}",I didn't like strong coffee and the price was high.
688,অনেক আইটেম আছে যেগুলো ভালো এবং কোম্পানি পরিবেশের যত্ন নেয়।,"{miscellaneous,   positive},  {ambiance,  positive}",There are many items that are good and the company cares for the environment.
689,"প্যানকেক খুব ভাল ছিল, এবং ওয়েটস্টাফ দ্রুত এটি পরিবেশন.","{food,   positive},  {service,   positive}","The pancake was very good, and the waitstaff served it quickly."
690,সবার মুখে অনেক নাম শুনেছি কিন্তু আমি এখানকার খাবার পছন্দ করিনি।,"{miscellaneous,   positive}, {food,  negative}",Heard many names on everyone's lips but I didn't like the food here.
691,দামগুলি গড়ের চেয়ে বেশি কিন্তু স্বাদ গড়ের নিচে।,"{price,   negative}, {food,  negative}",Prices are above average but taste is below average.
692,এখানকার খাবার খুব একটা ভালো না আবার দামও।,"{food,  negative},  {price,   negative}",The food here is not very good and also the price.
693,বাচ্চাদের খেলার জায়গা এবং তাদের জন্য ভালো খাবারও আছে।,"{ambiance,  positive},  {food,   positive}",There is also a play area for kids and good food for them.
694,লাচ্ছিটার স্বাদ ভালো না হলেও রেস্টুরেন্টের পরিবেশ ভালো নয়।,"{food,   negative},  {ambiance,  negative}",The taste of the lachita is not good but the atmosphere of the restaurant is not good.
695,পণ্যের দাম বাড়লেও গুণগত মান ও স্বাদের কোনো পরিবর্তন হয়নি।,"{price,   negative},  {food,   neutral}","Although the price of the product has increased, the quality and taste have not changed."
696,"আমি খাবারের স্বাদ পছন্দ করিনি, তবে পরিষেবাটি ভাল ছিল।","{food,  negative},  {service,   positive}","I didn't like the taste of the food, but the service was good."
697,"দেখলাম কম দামে ভালো খাবার পাওয়া যায়, পরিবেশও ভালো।","{price,   positive},  {ambiance,  positive}","I saw that good food is available at a low price, and the environment is also good."
698,"খাবারটি সস্তা, তবে আমি মনে করি না এটি খুব তাজা রাখা হয়েছে।","{price,   positive},  {food,  negative}","The food is cheap, but I don't think it's kept very fresh."
699,এত স্বাদের ভর্তা আগে কখনো খাইনি এবং দামও কম।,"{food,   positive},  {price,   positive}",I have never had such delicious bharta before and the price is also low.
700,"আমি সামুদ্রিক খাবারের স্বাদ পছন্দ করেছি, কিন্তু প্লেটে যেভাবে উপস্থাপন করা হয়েছে তা আমি পছন্দ করিনি।","{food,   positive},  {miscellaneous,   negative}","I liked the taste of the seafood, but I didn't like the way it was presented on the plate."
701,"লাসাগনার দাম বেশি, তবে এর স্বাদ রুটির মতো।","{price,   negative},  {food,  positive}","Lasagna is expensive, but tastes like bread."
702,"অন্যান্য জায়গার তুলনায় খাবারের দাম কম, কিন্তু টেস্ট একদম টপনচ।","{price,   positive}, {food,  positive}","The food is cheap compared to other places, but the taste is top notch."
703,চিকেন এবং কর্ন স্যুপ শুধু চিকেন এবং কর্ন। তবে এটি এখনও সাশ্রয়ী মূল্যের।,"{food,   positive},  {price,   positive}",Chicken and Corn Soup is just chicken and corn. But it is still affordable.
704,"খাবারের দাম আমি যা চাই তা নয়, তবে পরিষেবাটি ভাল।","{price,   negative},  {service,   positive}","The price of the food is not what I would like, but the service is good."
705,"এখানকার পরিবেশ দারুণ, তবে খাবারের দাম একটু বেশি।","{ambiance,  positive},  {price,   negative}","The ambiance here is great, but the food is a bit expensive."
706,খাবারটি এত ভালো না হলেও এটি আমার অভিজ্ঞতার সেরা পরিষেবা ছিল।,"{food,  negative},  {service,   positive}",The food was not so good but the service was the best I have ever experienced.
707,"চিকেন পিজ্জার দাম অনেক, কিন্তু তাতে খুব বেশি চিকেন আছে বলে আমার মনে হয়নি।","{price,   negative},  {food,  negative}","The chicken pizza is overpriced, but I didn't think there was much chicken on it."
708,"রেস্তোঁরাটির একটি দুর্দান্ত মেনু রয়েছে, তবে তাদের কাছে এটি সমস্ত পরিবেশন করার জন্য পর্যাপ্ত জায়গা নেই।","{miscellaneous,   positive},  {ambiance,  negative}","The restaurant has a great menu, but they don't have enough space to serve it all."
709,"কাচ্চিগুলো ভালো ছিল, কিন্তু তাদের এখানে আসতে অনেক সময় লেগেছে।","{food,   positive},  {service,   negative}","The cuties were good, but they took a long time to get here."
710,"বার্গারের দাম অনেক, কিন্তু তাতে মাংসের পরিমাণ খুব বেশি ছিল না।","{price,   negative},  {food,  negative}","The burgers were expensive, but the amount of meat wasn't too high."
711,রেস্টুরেন্টটি একটি ভাল এলাকায় অবস্থিত এবং খাবার সাশ্রয়ী মূল্যের।,"{miscellaneous,   positive},  {price,   positive}",The restaurant is located in a good area and the food is affordable.
712,"খাবার খুব ভালো ছিল না, কিন্তু দাম সত্যিই বেশি ছিল।","{food,  negative},  {price,   negative}","The food was not very good, but the prices were really high."
713,সালাদ খুব সাশ্রয়ী মূল্যের কিন্তু এইটা সব সময় পাওয়া যায় না।,"{price,   positive}, {miscellaneous,   negative}",Salads are very affordable but not always available.
714,কেকের স্বাদ দারুণ এবং পার্টির পরিবেশও দারুণ।,"{food,   positive},  {ambiance,  positive}",The cake tastes great and the party atmosphere is great.
715,খাবারটি ব্যয়বহুল নয় এবং একটি আরামদায়ক পরিবেশ রয়েছে যেখানে আপনি পরিবারের সাথে খেতে পারেন।,"{price,   positive},  {ambiance,  positive}",The food is not expensive and has a comfortable atmosphere where you can eat with the family.
716,"দাম কম, কিন্তু পরিবেশগত উদ্বেগের কারণে এই পণ্যটি ব্যবহার করা খুব একটা জনপ্রিয় নয়।","{price,   positive},  {ambiance,  negative}","The price is low, but the use of this product is not very popular due to environmental concerns."
717,এই রেস্তোরাঁর হালিমে কোনো মাংস নেই এবং দাম অন্যান্য রেস্তোরাঁর তুলনায় বেশি।,"{food,  negative},  {price,   negative}",This restaurant has no meat in the haleem and the price is higher than other restaurants.
718,"নানরোটিতে প্রচুর মাখন থাকে যা রুটির স্বাদ ভালো করে, কিন্তু যেখানে রুটি বানানো হয় সেটি পরিষ্কার নয়।","{food,   positive},  {ambiance,   negative}","Nanroti contains a lot of butter which makes the bread taste better, but the place where the bread is made is not clean."
719,"স্টেক খুব ভাল ছিল, কিন্তু দাম খুব বেশী ছিল.","{food,   positive},  {price,   negative}","The steak was very good, but the price was too high."
720,"বিরিয়ানি ঠিকই ছিল, কিন্তু   কম  দাম ছিল।","{food,   neutral},  {price,   positive}","Biryani was ok, but underpriced."
721,"এখানে সবকিছুর দাম একই, এবং এটি স্বাভাবিকের মতোই স্বাদযুক্ত।","{price,   positive},  {food,   positive}","Everything here costs the same, and tastes just like normal."
722,দাম মাত্র ৭০ টাকা হলেও নিহারী খুবই রসালো ও সুস্বাদু।,"{price,   positive},  {food,   positive}","Although the price is only 70 rupees, the nihari is very juicy and delicious."
723,রেস্তোরাঁয় অন্যান্য রেস্তোরাঁয় যে পরিমাণ বট রয়েছে তার চেয়ে বেশি বট রয়েছে। তবে এই রেস্টুরেন্টে পরিচ্ছন্নতা অনেক ভালো।,"{food,  positive},  {ambiance,  positive}",The restaurant has more bots than any other restaurant. But the cleanliness in this restaurant is very good.
724,"কাঁকড়ার দাম বেশি, কিন্তু এটা খেতে মজা নেই।","{price,   negative},  {food,  negative}","Crab is expensive, but it's not fun to eat."
725,মোগালাইতে প্রচুর ডিম রয়েছে এবং সেগুলি খুব বেশি দামী নয়।,"{food,   positive},  {price,   positive}",There are plenty of eggs in Mogalai and they are not very expensive.
726,"চিংড়ি ছোট, কিন্তু তাদের অনেক টাকা খরচ হয়।","{food,  negative},  {price,   negative}","Shrimp are small, but they cost a lot of money."
727,"আমি সত্যিই অক্টোপাস বারবিকিউ পছন্দ করেছি, কিন্তু দাম একটু বেশি ছিল।","{food,   positive},  {price,   negative}","I really liked the octopus barbecue, but the price was a bit high."
728,আপনি যদি কালাভুনাটা না খান তবে এর মানে আপনি এটি পছন্দ করেননি এবং এটি লজ্জাজনক কারণ দামটি খুবই যুক্তিসঙ্গত।,"{food,   negative},  {price,   positive}","If you don't eat Kalavuna, it means you didn't like it and it's a shame because the price is very reasonable."
729,ডেজার্ট ভালো ছিল এবং স্বাদ সত্যিই মুখরোচক ছিল।,"{food,   positive},   {food,   positive}",The dessert was good and the taste was really yummy.
730,ইফতার  থালাগুলি খাওয়ার জন্য খুব ভাল বা দামী নয়।,"{food,  negative},  {price,   positive}",Iftar dishes are not very good or expensive to eat.
731,"খাবারটি মেনু ছবির সাথে মেলে বলে মনে হচ্ছে না, এবং পরিষেবাটিও খুব ভাল ছিল না।","{food,  negative},  {service,   negative}","The food didn't seem to match the menu pictures, and the service wasn't very good either."
732,"মাছ খারাপ হওয়ায় ,  দামও কমেছে।","{food,  negative},   {price,   positive}","As the fish went bad, the price also went down."
733,চিংড়িগুলো ভালোভাবে পরিষ্কার করা হয়নি এবং তাদের চারপাশে একটা বাজে গন্ধ ছিল।,"{food,  negative},  {ambiance,  negative}",The prawns were not cleaned properly and there was a foul smell around them.
734,খাবার বিলো আভারেজ এবং পরিষেবা খুব ধীর ছিল।,"{food,  negative}, {service,   negative}",Food was below average and service was very slow.
735,পরিষ্কার-পরিচ্ছন্নতা নিশ্চিত করতে খুব আগ্রহী নয় এবং এর ফলে খাবারের মান খুব খারাপ হয়েছে।,"{ambiance,   negative},  {food,  negative}",Not very keen to ensure cleanliness and this has resulted in poor quality of food.
736,এই রেস্তোরাঁটি ভাল পরিষেবা প্রদান করে না বা বাচ্চাদের মজা করা সহজ করে না।,"{service,   negative},  {ambiance,  negative}",This restaurant does not provide good service or make it easy for children to have fun.
737,আলুপুরিতে আলুর পরিমাণ অনেক হলেও অন্যান্য দোকানে দাম ছিল স্বাভাবিক।,"{food,   positive},  {price,   positive}",The quantity of potatoes in Alupuri was high but the prices were normal in other shops.
738,দামও ভালো এবং স্বাদও দারুণ।,"{price,   positive},  {food,   positive}",The price is good and the taste is great.
739,"উপাদানের মিশ্রণ ভালো, কিন্তু স্বাদ ততটা ভালো নয় যতটা আমরা চেয়েছিলাম।","{miscellaneous,   positive},  {food,  negative}","The mix of ingredients is good, but the taste is not as good as we wanted."
740,"চিকেন ফিললেটটি খুব রসালো এবং সুস্বাদু, তবে এটি আমাদের পছন্দের চেয়ে কিছুটা বেশি ব্যয়বহুল।","{food,   positive},  {price,   negative}","The chicken fillet is very juicy and tasty, but it is a bit more expensive than we like."
741,"বার্গারের প্যাটি একটি সাধারণ বার্গারের চেয়ে ঘন, এবং এটির কারণে এটি বড়।","{food,   positive},  {miscellaneous,   positive}","The burger patty is thicker than a regular burger, and because of that, it's bigger."
742,"রেস্তোরাঁয় ঝালমুড়ির স্বাদ আকালের দোকানের মতোই, তবে দাম বেশি।","{food,   neutral},  {price,   negative}","The Jhalmuri in the restaurant tastes the same as in the Akal shop, but the price is higher."
743,মাংসগুলি ভালোভাবে রান্না করা হয়নি এবং সেগুলি খুব বড় পরিবেশন ছিল না।,"{food,  negative},  {service,   negative}",The meats were not well cooked and they were not very big servings.
